"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (Bytes)","Transferred (Bytes)","Total Transferred (Bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://www.nordhealth.fi/fi/fysioterapeutti/jyvaskyla/markus-linna","text/html; charset=utf-8","200","OK","Indexable","","Markus Linna, fysioterapeutti, koulutettu hieroja","49","425","Varaa aika netistä terapeutille Markus Linna: fysioterapeutti, koulutettu hieroja, Jyväskylä","92","553","","0","Markus Linna Laillistettu ammattilainen, jonka pätevyys on tarkistettu Laillistettu ammattilainen, jonka pätevyys on tarkistettu","128","","0","Erityisosaaminen","16","Palvelut ja ajanvaraus","22","index, follow","","","","","","","","","132522","28359","28359","4.203","","359","139","2.583","10.270","Very Hard","2.400","3","3","","5","2","0","0.110","43","36","0","0","0","0","","","","","8c7baf20892bbbd96d802ec1c24a2038","0.373","","","","","fi","1.1","","","","","","https://www.nordhealth.fi/fi/fysioterapeutti/jyvaskyla/markus-linna","2026-05-31 08:10:06"
"https://www.nordhealth.fi/_next/static/chunks/0xf~6xrdv~q44.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","458","458","458","0.068","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.410","Tue, 26 May 2026 18:23:55 GMT","","","","","1.1","","","","","","https://www.nordhealth.fi/_next/static/chunks/0xf~6xrdv~q44.css","2026-05-31 08:10:06"
"https://www.nordhealth.fi/_next/static/chunks/046.n1~b5652..js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.138","Tue, 26 May 2026 18:23:55 GMT","","","","","1.1","","","","","","https://www.nordhealth.fi/_next/static/chunks/046.n1~b5652..js","2026-05-31 08:10:06"
"https://www.nordhealth.fi/landing/mobile-icon.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.420","Tue, 26 May 2026 18:18:09 GMT","","","","","1.1","","","","","","https://www.nordhealth.fi/landing/mobile-icon.svg","2026-05-31 08:10:06"
"https://www.nordhealth.fi/_next/static/chunks/0qiuxqe3-y_g6.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.412","Tue, 26 May 2026 18:23:55 GMT","","","","","1.1","","","","","","https://www.nordhealth.fi/_next/static/chunks/0qiuxqe3-y_g6.js","2026-05-31 08:10:06"
"https://www.nordhealth.fi/fi/ravitsemusterapia/suomi","text/html; charset=utf-8","200","OK","Indexable","","Ravitsemusterapia - Löydä sopiva terapeutti ja varaa aika","57","511","Valitse sinulle sopivin ravitsemusterapia ja varaa aika muutamalla klikkauksella","80","488","","0","","0","","0","","0","","0","index, follow","","","","","","","","","47646","11415","11415","1.692","","7","3","2.333","0.000","Very Hard","0.219","3","2","","1241","1241","0","68.000","4","3","0","0","0","0","","","","","e7eed92f15df4c4050f258df7844c9a2","0.208","","","","","fi","1.1","","","","","","https://www.nordhealth.fi/fi/ravitsemusterapia/suomi","2026-05-31 08:10:07"
"https://www.nordhealth.fi/_next/static/chunks/0gh_icxe9mr5r.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.133","Tue, 26 May 2026 18:23:55 GMT","","","","","1.1","","","","","","https://www.nordhealth.fi/_next/static/chunks/0gh_icxe9mr5r.css","2026-05-31 08:10:07"
"https://www.nordhealth.fi/_next/static/chunks/08inbli0ryoxw.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.401","Tue, 26 May 2026 18:23:55 GMT","","","","","1.1","","","","","","https://www.nordhealth.fi/_next/static/chunks/08inbli0ryoxw.js","2026-05-31 08:10:07"
"https://www.nordhealth.fi/_next/static/chunks/17_1-v.m7v0~m.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.479","Tue, 26 May 2026 18:23:55 GMT","","","","","1.1","","","","","","https://www.nordhealth.fi/_next/static/chunks/17_1-v.m7v0~m.js","2026-05-31 08:10:07"
"https://www.nordhealth.fi/fi/psykoterapeutti/suomi","text/html; charset=utf-8","200","OK","Indexable","","Psykoterapeutti - Löydä sopiva terapeutti ja varaa aika","55","484","Valitse sinulle sopivin psykoterapeutti ja varaa aika muutamalla klikkauksella","78","473","","0","","0","","0","","0","","0","index, follow","","","","","","","","","47606","11407","11407","1.691","","7","3","2.333","0.000","Very Hard","0.219","3","2","","1","1","0","0.050","4","3","0","0","0","0","","","","","adff8b8ac3a83d61e7dc21ea1694815f","0.519","","","","","fi","1.1","","","","","","https://www.nordhealth.fi/fi/psykoterapeutti/suomi","2026-05-31 08:10:07"
"https://www.nordhealth.fi/_next/static/chunks/0d6bzkll-lks1.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.140","Tue, 26 May 2026 18:23:55 GMT","","","","","1.1","","","","","","https://www.nordhealth.fi/_next/static/chunks/0d6bzkll-lks1.css","2026-05-31 08:10:07"
"https://www.nordhealth.fi/curved-dotted-line.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","796","796","796","0.118","","0","","","","","0.000","3","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.402","Tue, 26 May 2026 18:18:09 GMT","","","","","1.1","","","","","","https://www.nordhealth.fi/curved-dotted-line.svg","2026-05-31 08:10:07"
"https://www.nordhealth.fi/_next/static/chunks/04gqki4k-.2k..js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.408","Tue, 26 May 2026 18:23:55 GMT","","","","","1.1","","","","","","https://www.nordhealth.fi/_next/static/chunks/04gqki4k-.2k..js","2026-05-31 08:10:07"
"https://www.nordhealth.fi/fi/fysioterapeutti/haukipudas/veera-vayrynen","text/html; charset=utf-8","200","OK","Indexable","","Veera Väyrynen, fysioterapeutti, Fysiopalvelu Easymove","54","494","Varaa aika netistä terapeutille Veera Väyrynen: fysioterapeutti, Haukipudas","75","464","","0","Veera Väyrynen Laillistettu ammattilainen, jonka pätevyys on tarkistettu Laillistettu ammattilainen, jonka pätevyys on tarkistettu","130","","0","Palvelut ja ajanvaraus","22","Sijainnit","9","index, follow","","","","","","","","","121907","25215","25215","3.737","","236","88","2.682","39.215","Hard","1.834","3","3","","4","3","0","0.160","41","37","0","0","0","0","","","","","2586a0814961f7555f7fbdc6f6570800","0.591","","","","","fi","1.1","","","","","","https://www.nordhealth.fi/fi/fysioterapeutti/haukipudas/veera-vayrynen","2026-05-31 08:10:07"
