crawl_date,Site Crawled,Start Date,Start Time,Last Modified Date,Last Modified Time,Elapsed,Report Date,Report Time,Total URLs Encountered,Total URLs Crawled,Total Internal blocked by robots.txt,Total External blocked by robots.txt,URLs Displayed,Total Internal URLs,Total External URLs,Total Internal Indexable URLs,Total Internal Non-Indexable URLs,JavaScript:All,JavaScript:Uses Old AJAX Crawling Scheme URLs,JavaScript:Uses Old AJAX Crawling Scheme Meta Fragment Tag,JavaScript:Page Title Only in Rendered HTML,JavaScript:Page Title Updated by JavaScript,JavaScript:H1 Only in Rendered HTML,JavaScript:H1 Updated by JavaScript,JavaScript:Meta Description Only in Rendered HTML,JavaScript:Meta Description Updated by JavaScript,JavaScript:Canonical Only in Rendered HTML,JavaScript:Canonical Mismatch,JavaScript:Noindex Only in Original HTML,JavaScript:Nofollow Only in Original HTML,JavaScript:Contains JavaScript Links,JavaScript:Contains JavaScript Content,JavaScript:Pages with Blocked Resources,JavaScript:Pages with JavaScript Errors,JavaScript:Pages with JavaScript Warnings,JavaScript:Pages with Chrome Issues,H1:All,H1:Missing,H1:Duplicate,H1:Over X Characters,H1:Multiple,H1:Alt Text in H1,H1:Non-Sequential,H2:All,H2:Missing,H2:Duplicate,H2:Over X Characters,H2:Multiple,H2:Non-Sequential,Internal:All,Internal:HTML,Internal:JavaScript,Internal:CSS,Internal:Images,Internal:Plugins,Internal:Media,Internal:Fonts,Internal:XML,Internal:PDF,Internal:Other,Internal:Unknown,External:All,External:HTML,External:JavaScript,External:CSS,External:Images,External:Plugins,External:Media,External:Fonts,External:XML,External:PDF,External:Other,External:Unknown,AMP:All,AMP:Non-200 Response,AMP:Missing Non-AMP Return Link,AMP:Missing Canonical to Non-AMP,AMP:Non-Indexable Canonical,AMP:Indexable,AMP:Non-Indexable,AMP:Missing <html amp> Tag,AMP:Missing/Invalid <!doctype html> Tag,AMP:Missing <head> Tag,AMP:Missing <body> Tag,AMP:Missing Canonical,AMP:Missing/Invalid <meta charset> Tag,AMP:Missing/Invalid <meta viewport> Tag,AMP:Missing/Invalid AMP Script,AMP:Missing/Invalid AMP Boilerplate,AMP:Contains Disallowed HTML,AMP:Other Validation Errors,Canonicals:All,Canonicals:Contains Canonical,Canonicals:Self Referencing,Canonicals:Canonicalised,Canonicals:Missing,Canonicals:Multiple,Canonicals:Non-Indexable Canonical,Canonicals:Multiple Conflicting,Canonicals:Canonical Is Relative,Canonicals:Unlinked,Canonicals:Invalid Attribute In Annotation,Canonicals:Contains Fragment URL,Canonicals:Outside <head>,Content:All,Content:Spelling Errors,Content:Grammar Errors,Content:Near Duplicates,Content:Semantically Similar,Content:Low Relevance Content,Content:Exact Duplicates,Content:Low Content Pages,Content:Readability Difficult,Content:Readability Very Difficult,Content:Lorem Ipsum Placeholder,Content:Soft 404 Pages,Custom Extraction:All,Custom Search:All,Custom JavaScript:All,Directives:All,Directives:Index,Directives:Noindex,Directives:Follow,Directives:Nofollow,Directives:None,Directives:NoArchive,Directives:NoSnippet,Directives:Max-Snippet,Directives:Max-Image-Preview,Directives:Max-Video-Preview,Directives:NoODP,Directives:NoYDIR,Directives:NoImageIndex,Directives:NoTranslate,Directives:Unavailable_After,Directives:Refresh,Directives:Outside <head>,Analytics:All,Analytics:Sessions Above 0,Analytics:Bounce Rate Above 70%,Analytics:No GA Data,Analytics:Non-Indexable with GA Data,Analytics:Orphan URLs,Search Console:All,Search Console:Clicks Above 0,Search Console:No Search Analytics Data,Search Console:Non-Indexable with Search Analytics Data,Search Console:Orphan URLs,Search Console:URL is Not on Google,Search Console:Indexable URL Not Indexed,Search Console:URL is on Google But Has Issues,Search Console:User-Declared Canonical Not Selected,Search Console:Page is Not Mobile Friendly,Search Console:AMP URL Invalid,Search Console:Rich Result Invalid,Hreflang:All,Hreflang:Contains hreflang,Hreflang:Non-200 hreflang URLs,Hreflang:Unlinked hreflang URLs,Hreflang:Missing Return Links,Hreflang:Inconsistent Language & Region Return Links,Hreflang:Non-Canonical Return Links,Hreflang:Noindex Return Links,Hreflang:Incorrect Language & Region Codes,Hreflang:Multiple Entries,Hreflang:Missing Self Reference,Hreflang:Not Using Canonical,Hreflang:Missing X-Default,Hreflang:Missing,Hreflang:Outside <head>,Images:All,Images:Over X KB,Images:Missing Alt Text,Images:Missing Alt Attribute,Images:Alt Text Over X Characters,Images:Background Images,Images:Incorrectly Sized Images,Images:Missing Size Attributes,Link Metrics:All,Meta Description:All,Meta Description:Missing,Meta Description:Duplicate,Meta Description:Over X Characters,Meta Description:Below X Characters,Meta Description:Over X Pixels,Meta Description:Below X Pixels,Meta Description:Multiple,Meta Description:Outside <head>,Meta Keywords:All,Meta Keywords:Missing,Meta Keywords:Duplicate,Meta Keywords:Multiple,PageSpeed:All,PageSpeed:Minify CSS,PageSpeed:Minify JavaScript,PageSpeed:Reduce Unused CSS,PageSpeed:Reduce Unused JavaScript,PageSpeed:Reduce JavaScript Execution Time,PageSpeed:Minimize Main-Thread Work,PageSpeed:Request Errors,PageSpeed:Layout Shift Culprits,PageSpeed:Document Request Latency,PageSpeed:Optimize DOM Size,PageSpeed:Font Display,PageSpeed:Improve Image Delivery,PageSpeed:Legacy JavaScript,PageSpeed:Render Blocking Requests,PageSpeed:Use Efficient Cache Lifetimes,PageSpeed:LCP Request Discovery,PageSpeed:Forced Reflow,PageSpeed:Avoid Enormous Network Payloads,PageSpeed:Network Dependency Tree,PageSpeed:Duplicated JavaScript,Pagination:All,Pagination:Contains Pagination,Pagination:First Page,Pagination:Paginated 2+ Pages,Pagination:Pagination URL Not in Anchor Tag,Pagination:Non-200 Pagination URLs,Pagination:Unlinked Pagination URLs,Pagination:Non-Indexable,Pagination:Multiple Pagination URLs,Pagination:Pagination Loop,Pagination:Sequence Error,Response Codes:All,Response Codes:Blocked by Robots.txt,Response Codes:Blocked Resource,Response Codes:No Response,Response Codes:Success (2xx),Response Codes:Redirection (3xx),Response Codes:Redirection (JavaScript),Response Codes:Redirection (Meta Refresh),Response Codes:Redirection (HTTP Refresh),Response Codes:Client Error (4xx),Response Codes:Server Error (5xx),Response Codes:Internal All,Response Codes:Internal Blocked by Robots.txt,Response Codes:Internal Blocked Resource,Response Codes:Internal No Response,Response Codes:Internal Success (2xx),Response Codes:Internal Redirection (3xx),Response Codes:Internal Redirection (JavaScript),Response Codes:Internal Redirection (Meta Refresh),Response Codes:Internal Redirection (HTTP Refresh),Response Codes:Internal Redirect Chain,Response Codes:Internal Redirect Loop,Response Codes:Internal Client Error (4xx),Response Codes:Internal Server Error (5xx),Response Codes:External All,Response Codes:External Blocked by Robots.txt,Response Codes:External Blocked Resource,Response Codes:External No Response,Response Codes:External Success (2xx),Response Codes:External Redirection (3xx),Response Codes:External Redirection (JavaScript),Response Codes:External Redirection (Meta Refresh),Response Codes:External Redirection (HTTP Refresh),Response Codes:External Client Error (4xx),Response Codes:External Server Error (5xx),Security:All,Security:HTTP URLs,Security:HTTPS URLs,Security:Mixed Content,Security:Form URL Insecure,Security:Form on HTTP URL,Security:Unsafe Cross-Origin Links,Security:Missing HSTS Header,Security:Bad Content Type,Security:Missing X-Content-Type-Options Header,Security:Missing X-Frame-Options Header,Security:Protocol-Relative Resource Links,Security:Missing Content-Security-Policy Header,Security:Missing Secure Referrer-Policy Header,Sitemaps:All,Sitemaps:URLs in Sitemap,Sitemaps:URLs not in Sitemap,Sitemaps:Orphan URLs,Sitemaps:Non-Indexable URLs in Sitemap,Sitemaps:URLs in Multiple Sitemaps,Sitemaps:XML Sitemap with over 50k URLs,Sitemaps:XML Sitemap over 50MB,Structured Data:All,Structured Data:Contains Structured Data,Structured Data:Missing,Structured Data:Validation Errors,Structured Data:Validation Warnings,Structured Data:Rich Result Validation Errors,Structured Data:Rich Result Validation Warnings,Structured Data:Parse Errors,Structured Data:Microdata URLs,Structured Data:JSON-LD URLs,Structured Data:RDFa URLs,Structured Data:Rich Result Feature Detected,Page Titles:All,Page Titles:Missing,Page Titles:Duplicate,Page Titles:Over X Characters,Page Titles:Below X Characters,Page Titles:Over X Pixels,Page Titles:Below X Pixels,Page Titles:Same as H1,Page Titles:Multiple,Page Titles:Outside <head>,URL:All,URL:Non ASCII Characters,URL:Underscores,URL:Uppercase,URL:Parameters,URL:Over X Characters,URL:Multiple Slashes,URL:Repetitive Path,URL:Contains Space,URL:Broken Bookmark,URL:Internal Search,URL:GA Tracking Parameters,Links:All,Links:Pages Without Internal Outlinks,Links:Internal Nofollow Outlinks,Links:Internal Outlinks With No Anchor Text,Links:Non-Descriptive Anchor Text In Internal Outlinks,Links:Pages With High External Outlinks,Links:Pages With High Internal Outlinks,Links:Follow & Nofollow Internal Inlinks To Page,Links:Internal Nofollow Inlinks Only,Links:Pages With High Crawl Depth,Links:Outlinks To Localhost,Links:Non-Indexable Page Inlinks Only,Validation:All,Validation:Invalid HTML Elements in <head>,Validation:<head> Not First In <html> Element,Validation:Missing <head> Tag,Validation:Multiple <head> Tags,Validation:Missing <body> Tag,Validation:Multiple <body> Tags,Validation:HTML Document Over XMB,Validation:Resource Over XMB,Validation:<body> Element Preceding <html>,Validation:High Carbon Rating,Mobile:All,Mobile:Viewport Not Set,Mobile:Target Size,Mobile:Content Not Sized Correctly,Mobile:Illegible Font Size,Mobile:Contains Unsupported Plugins,Mobile:Mobile Alternate Link,AI:All,Accessibility:All,Accessibility:Accessibility Score Poor,Accessibility:Accessibility Score Needs Improvement,Accessibility:Accessibility Score Good,Accessibility:Best Practice Violation,Accessibility:WCAG 2.0 A Violation,Accessibility:WCAG 2.0 AA Violation,Accessibility:WCAG 2.0 AAA Violation,Accessibility:WCAG 2.1 AA Violation,Accessibility:WCAG 2.2 AA Violation,Depth 1,Depth 2,Depth 3,Depth 4,Depth 5,Depth 6,Depth 7,Depth 8,Depth 9,Depth 10+,Top Inlinks 1 URL,Top Inlinks 1 Number of Inlinks,Top Inlinks 2 URL,Top Inlinks 2 Number of Inlinks,Top Inlinks 3 URL,Top Inlinks 3 Number of Inlinks,Top Inlinks 4 URL,Top Inlinks 4 Number of Inlinks,Top Inlinks 5 URL,Top Inlinks 5 Number of Inlinks,Top Inlinks 6 URL,Top Inlinks 6 Number of Inlinks,Top Inlinks 7 URL,Top Inlinks 7 Number of Inlinks,Top Inlinks 8 URL,Top Inlinks 8 Number of Inlinks,Top Inlinks 9 URL,Top Inlinks 9 Number of Inlinks,Top Inlinks 10 URL,Top Inlinks 10 Number of Inlinks,Top Inlinks 11 URL,Top Inlinks 11 Number of Inlinks,Top Inlinks 12 URL,Top Inlinks 12 Number of Inlinks,Top Inlinks 13 URL,Top Inlinks 13 Number of Inlinks,Top Inlinks 14 URL,Top Inlinks 14 Number of Inlinks,Top Inlinks 15 URL,Top Inlinks 15 Number of Inlinks,Top Inlinks 16 URL,Top Inlinks 16 Number of Inlinks,Top Inlinks 17 URL,Top Inlinks 17 Number of Inlinks,Top Inlinks 18 URL,Top Inlinks 18 Number of Inlinks,Top Inlinks 19 URL,Top Inlinks 19 Number of Inlinks,Top Inlinks 20 URL,Top Inlinks 20 Number of Inlinks,Response Times 0s to 1s,Response Times 1s to 2s,Response Times 2s to 3s,Response Times 3s to 4s,Response Times 4s to 5s,Response Times 5s to 6s,Response Times 6s to 7s,Response Times 7s to 8s,Response Times 8s to 9s,Response Times 10s or more,Issues Total,Issues,Warnings,Opportunities
2026-05-21,https://nordhealth.fi/,2026-05-21,16:49:15,2026-05-21,16:53:22,00:04:06,2026-05-21,16:53:22,2547,2546,0,1,2547,1951,596,1300,651,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,127,896,,16,0,0,1712,188,178,,187,0,1951,1826,48,41,34,0,0,0,0,0,2,0,596,106,0,0,1,0,0,0,0,0,488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,0,0,0,1177,0,0,0,0,0,0,0,0,1712,0,0,0,0,0,0,1007,18,1146,0,0,1712,1712,1835,1835,1177,535,1177,535,0,0,0,0,0,0,0,0,0,0,0,0,28,1828,0,0,0,0,0,1828,0,0,0,0,0,0,0,0,0,0,0,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,5,0,,0,0,7,1828,1712,0,98,,,,,0,3,1712,1177,0,0,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712,0,0,0,0,0,0,0,0,0,0,2547,1,0,2,2411,128,0,0,0,5,0,1951,0,0,0,1835,116,0,0,0,0,0,0,0,596,1,0,2,576,12,0,0,0,5,0,1951,0,1951,0,0,0,84,89,0,89,89,0,89,1835,1828,0,0,0,0,0,0,0,1712,0,0,0,0,0,0,0,0,0,0,0,1712,0,98,,,,,1,0,3,1951,0,0,435,726,,0,0,0,0,0,0,1712,0,0,0,0,0,0,0,0,0,0,0,1951,0,0,0,0,0,0,,,0,0,1712,0,0,0,0,0,0,1835,1712,0,0,0,0,0,0,0,0,0,0,1,48,811,168,22,184,34,35,409,https://www.nordhealth.fi/fi,1712,https://www.nordhealth.fi/fi/yritykselle,1475,https://www.nordhealth.fi/fi/terapeuteille,1475,https://www.nordhealth.fi/fi/yhteistyokumppani/kuntoutusyrittajat,1199,https://www.nordhealth.fi/fi/hieronta/tampere,1178,https://www.nordhealth.fi/fi/fysioterapia/tampere,1178,https://www.nordhealth.fi/fi/fysioterapia/suomi,1178,https://www.nordhealth.fi/fi/seksuaaliterapia/suomi,1178,https://www.nordhealth.fi/fi/ravitsemusterapia/suomi,1178,https://www.nordhealth.fi/fi/hieronta/helsinki,1178,https://www.nordhealth.fi/fi/psykologia/suomi,1178,https://www.nordhealth.fi/fi/psykoterapia/helsinki,1178,https://www.nordhealth.fi/fi/lyhytterapia/helsinki,1178,https://www.nordhealth.fi/fi/ohjeet,1178,https://www.nordhealth.fi/fi/uudet-ominaisuudet,1178,https://www.nordhealth.fi/fi/toimintaterapia/suomi,1178,https://www.nordhealth.fi/fi/hieronta/suomi,1178,https://www.nordhealth.fi/fi/lyhytterapia/suomi,1178,https://www.nordhealth.fi/fi/osteopatia/suomi,1178,https://www.nordhealth.fi/fi/puheterapia/suomi,1178,1935,12,4,,,,,,,,43,5,17,21
